State,YearQuarter,EPU_value_Quarterly
alabama,2000 Q1,64.57041089485553
alabama,2000 Q2,67.59906892276344
alabama,2000 Q3,67.4131207780827
alabama,2000 Q4,111.19681061618341
alabama,2001 Q1,129.57787172345925
alabama,2001 Q2,86.92255288873663
alabama,2001 Q3,135.42095502779242
alabama,2001 Q4,147.17183917438902
alabama,2002 Q1,107.16000341345067
alabama,2002 Q2,34.480679611585764
alabama,2002 Q3,121.10303036611033
alabama,2002 Q4,103.85288574881697
alabama,2003 Q1,204.10552737872766
alabama,2003 Q2,97.85631159490329
alabama,2003 Q3,75.4796351215089
alabama,2003 Q4,43.103281545837234
alabama,2004 Q1,88.94503256405643
alabama,2004 Q2,64.88609548049736
alabama,2004 Q3,86.40844313339103
alabama,2004 Q4,124.20479142116614
alabama,2005 Q1,58.56707064886444
alabama,2005 Q2,73.78568870463674
alabama,2005 Q3,84.73341596678311
alabama,2005 Q4,48.92301488604894
alabama,2006 Q1,51.1295426494682
alabama,2006 Q2,83.2716261022012
alabama,2006 Q3,80.84668040851749
alabama,2006 Q4,58.63488210695353
alabama,2007 Q1,95.1487964206538
alabama,2007 Q2,43.48231032277253
alabama,2007 Q3,83.90723234735798
alabama,2007 Q4,107.61414558856
alabama,2008 Q1,175.78496918066517
alabama,2008 Q2,78.86440224511773
alabama,2008 Q3,165.8008311737792
alabama,2008 Q4,243.83177391558965
alabama,2009 Q1,265.1753657215953
alabama,2009 Q2,110.34175329279184
alabama,2009 Q3,102.3490165304391
alabama,2009 Q4,136.36583474670533
alabama,2010 Q1,104.72209269120317
alabama,2010 Q2,125.09707114440319
alabama,2010 Q3,146.60366787366632
alabama,2010 Q4,176.91363926612735
alabama,2011 Q1,98.13615221235273
alabama,2011 Q2,70.1998702739996
alabama,2011 Q3,215.93750330489635
alabama,2011 Q4,186.13103077487267
alabama,2012 Q1,62.64087141070623
alabama,2012 Q2,96.40548354509974
alabama,2012 Q3,120.61630887079765
alabama,2012 Q4,207.68088396628664
alabama,2013 Q1,201.87156235804534
alabama,2013 Q2,42.26163645398017
alabama,2013 Q3,47.5100509876099
alabama,2013 Q4,115.22535413479802
alabama,2014 Q1,66.5634761281788
alabama,2014 Q2,106.66320511517306
alabama,2014 Q3,54.79057956540404
alabama,2014 Q4,89.26994163900997
alabama,2015 Q1,38.265840764205365
alabama,2015 Q2,43.64663234561423
alabama,2015 Q3,62.7698699007909
alabama,2015 Q4,86.74380259818928
alabama,2016 Q1,44.63099619977404
alabama,2016 Q2,34.6681084466741
alabama,2016 Q3,47.6111457744812
alabama,2016 Q4,75.09765010910724
alabama,2017 Q1,89.39380517380016
alabama,2017 Q2,40.46523509317573
alabama,2017 Q3,61.5280980444363
alabama,2017 Q4,67.13475324527461
alabama,2018 Q1,90.44205682039565
alabama,2018 Q2,160.66570844620708
alabama,2018 Q3,124.6802362393894
alabama,2018 Q4,107.05510278481317
alabama,2019 Q1,31.96729308379223
alabama,2019 Q2,54.08370963819096
alabama,2019 Q3,90.45189038346236
alabama,2019 Q4,30.908520438446633
alabama,2020 Q1,110.05088789662891
alabama,2020 Q2,301.553168032705
alabama,2020 Q3,207.6987103417953
alabama,2020 Q4,120.96900704358274
